DNI,index,Nom,Cognoms,Pais,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Nom i Cognoms,Español,Hijos,Fecha Nacimiento,Edad Actual,Grup,Increment
90181637T,111,Núria,López,Espanya,Bilbao,1,1,1973,Mujer,2250.45,1.0,,Grup B,Núria López,True,Sí,1973-01-01,52,Grup B,0.35
82953871E,114,Toni,Castells,Espanya,València,1,4,1963,Hombre,2381.4,1.0,,Grup B,Toni Castells,True,Sí,1963-04-01,62,Grup B,0.35
57340670Z,121,Gabriela,González,Mèxic,Ciutat de Mèxic,17,6,1955,Mujer,2176.2,1.0,,Grup B,Gabriela González,False,Sí,1955-06-17,70,Grup B,0.35
21762997G,131,Pau,Sánchez,Espanya,Barcelona,13,3,1962,Hombre,1988.55,,1.0,Grup B,Pau Sánchez,True,No,1962-03-13,63,Grup B,0.35
53012171X,134,Laia,Sánchez Castells,Espanya,Barcelona,21,11,1970,Mujer,2776.95,1.0,,Grup B,Laia Sánchez Castells,True,Sí,1970-11-21,54,Grup B,0.35
41156735G,135,Toni,Castells,Espanya,Bilbao,7,6,1990,Hombre,2259.9,,1.0,Grup B,Toni Castells,True,No,1990-06-07,35,Grup B,0.35
12234836K,138,Chloé,Girard,França,Marsella,17,4,1977,Mujer,2679.75,1.0,,Grup B,Chloé Girard,False,Sí,1977-04-17,48,Grup B,0.35
99521295N,139,Anna,Castells Martínez,Espanya,València,3,4,1991,Mujer,1908.9,,1.0,Grup B,Anna Castells Martínez,True,No,1991-04-03,34,Grup B,0.35
37399141L,154,Laura,Schneider Fischer,Alemanya,Berlín,2,2,1958,Mujer,2388.15,1.0,,Grup B,Laura Schneider Fischer,False,Sí,1958-02-02,67,Grup B,0.35
15110846Z,156,Oriol,López,Espanya,València,27,6,2002,Hombre,1765.8,,1.0,Grup B,Oriol López,True,No,2002-06-27,23,Grup B,0.35
83165476Y,157,Núria,García Ferrer,Espanya,Sevilla,17,6,1957,Otros,1674.0,,1.0,Grup B,Núria García Ferrer,True,No,1957-06-17,68,Grup B,0.35
28967396E,159,Daniel,Gutiérrez Castro,Colòmbia,Medellín,4,5,1976,Hombre,1965.6,,1.0,Grup B,Daniel Gutiérrez Castro,False,No,1976-05-04,49,Grup B,0.35
47304350Y,161,Jordi,Ferrer,Espanya,València,21,6,1967,Hombre,1795.5,1.0,,Grup B,Jordi Ferrer,True,Sí,1967-06-21,58,Grup B,0.35
54585678Q,165,Pau,López Martínez,Espanya,Bilbao,22,5,1967,Hombre,2868.75,1.0,,Grup B,Pau López Martínez,True,Sí,1967-05-22,58,Grup B,0.35
42625930X,166,Joan,Romero,Espanya,Bilbao,15,11,1987,Hombre,2062.8,,1.0,Grup B,Joan Romero,True,No,1987-11-15,37,Grup B,0.35
44075059L,167,Oriol,Sánchez Sánchez,Espanya,Bilbao,17,3,2002,Hombre,2450.25,1.0,,Grup B,Oriol Sánchez Sánchez,True,Sí,2002-03-17,23,Grup B,0.35
24435321M,170,Marta,Castells Ferrer,Espanya,Sevilla,15,3,1981,Mujer,2527.2,1.0,,Grup B,Marta Castells Ferrer,True,Sí,1981-03-15,44,Grup B,0.35
68455541R,172,Sofia,Oliveira,Portugal,Porto,5,7,1952,Mujer,1907.55,,1.0,Grup B,Sofia Oliveira,False,No,1952-07-05,73,Grup B,0.35
12763903J,175,Eva,Martínez,Espanya,Madrid,19,10,1974,Null,2720.25,,1.0,Grup B,Eva Martínez,True,No,1974-10-19,50,Grup B,0.35
87744901Q,176,Toni,García,Espanya,Bilbao,20,9,1990,Hombre,2292.3,,1.0,Grup B,Toni García,True,No,1990-09-20,34,Grup B,0.35
28996393T,178,Oriol,Sánchez Martínez,Espanya,Sevilla,5,1,1981,Hombre,2620.35,,1.0,Grup B,Oriol Sánchez Martínez,True,No,1981-01-05,44,Grup B,0.35
55395479J,179,Anna,Ferrer,Espanya,València,6,10,1984,Mujer,2066.85,1.0,,Grup B,Anna Ferrer,True,Sí,1984-10-06,40,Grup B,0.35
33939128K,183,Matías,Gómez Gómez,Argentina,Còrdova,18,8,2002,Hombre,2808.0,1.0,,Grup B,Matías Gómez Gómez,False,Sí,2002-08-18,22,Grup B,0.35
28394981G,184,Jean,Girard Moreau,França,París,26,9,1991,Null,2123.55,1.0,,Grup B,Jean Girard Moreau,False,Sí,1991-09-26,33,Grup B,0.35
83703395A,187,Pau,Martínez,Espanya,Madrid,14,2,1959,Hombre,2835.0,,1.0,Grup B,Pau Martínez,True,No,1959-02-14,66,Grup B,0.35
73749390X,191,Eva,Romero Ferrer,Espanya,València,7,12,1965,Mujer,2512.35,,1.0,Grup B,Eva Romero Ferrer,True,No,1965-12-07,59,Grup B,0.35
42823610D,193,Eva,Castells,Espanya,Madrid,9,7,1956,Mujer,2253.15,1.0,,Grup B,Eva Castells,True,Sí,1956-07-09,69,Grup B,0.35
75141877A,195,Fatima,Fassi,Marroc,Casablanca,18,3,1958,Mujer,1557.9,,1.0,Grup B,Fatima Fassi,False,No,1958-03-18,67,Grup B,0.35
43586389Z,196,Jordi,Ferrer,Espanya,Sevilla,15,2,1958,Hombre,2425.95,,1.0,Grup B,Jordi Ferrer,True,No,1958-02-15,67,Grup B,0.35
98144857C,197,Arnau,Sánchez,Espanya,Sevilla,21,10,1990,Hombre,2901.15,,1.0,Grup B,Arnau Sánchez,True,No,1990-10-21,34,Grup B,0.35
33058070M,200,Marta,Romero García,Espanya,Madrid,11,5,1973,Mujer,2604.15,,1.0,Grup B,Marta Romero García,True,No,1973-05-11,52,Grup B,0.35
41916963A,201,Marta,Romero,Espanya,Sevilla,27,4,1976,Mujer,2374.65,,1.0,Grup B,Marta Romero,True,No,1976-04-27,49,Grup B,0.35
33287222R,202,Toni,Romero,Espanya,València,19,1,1974,Hombre,1958.85,,1.0,Grup B,Toni Romero,True,No,1974-01-19,51,Grup B,0.35
29151933K,206,Arnau,Romero Romero,Espanya,València,8,10,1968,Hombre,2444.85,,1.0,Grup B,Arnau Romero Romero,True,No,1968-10-08,56,Grup B,0.35
21050694P,210,Toni,Sánchez,Espanya,Barcelona,1,1,1987,Hombre,2015.55,,1.0,Grup B,Toni Sánchez,True,No,1987-01-01,38,Grup B,0.35
90216874S,212,Jordi,Ferrer,Espanya,Sevilla,12,7,2003,Hombre,1907.55,,1.0,Grup B,Jordi Ferrer,True,No,2003-07-12,22,Grup B,0.35
74017954Q,219,Anna,Sánchez,Espanya,València,25,2,1981,Mujer,1620.0,,1.0,Grup B,Anna Sánchez,True,No,1981-02-25,44,Grup B,0.35
73563832M,221,Oriol,Ferrer Romero,Espanya,Madrid,9,2,1985,Hombre,2659.5,,1.0,Grup B,Oriol Ferrer Romero,True,No,1985-02-09,40,Grup B,0.35
86350703G,222,Sophie,Smith,Regne Unit,Manchester,8,1,1957,Mujer,1692.9,1.0,,Grup B,Sophie Smith,False,Sí,1957-01-08,68,Grup B,0.35
37368317L,224,Lea,Schneider Schneider,Alemanya,Berlín,23,10,2005,Mujer,2717.55,,1.0,Grup B,Lea Schneider Schneider,False,No,2005-10-23,19,Grup B,0.35
83710837G,232,José,González Ramírez,Mèxic,Ciutat de Mèxic,2,3,1955,Hombre,2263.95,,1.0,Grup B,José González Ramírez,False,No,1955-03-02,70,Grup B,0.35
69273831N,244,Sara,Gutiérrez,Colòmbia,Bogotà,26,2,1970,Mujer,2555.55,,1.0,Grup B,Sara Gutiérrez,False,No,1970-02-26,55,Grup B,0.35
27292471C,245,Eva,García,Espanya,Bilbao,18,10,1962,Null,2882.25,,1.0,Grup B,Eva García,True,No,1962-10-18,62,Grup B,0.35
41171214L,249,Jordi,Romero García,Espanya,Sevilla,6,8,2000,Hombre,2662.2,1.0,,Grup B,Jordi Romero García,True,Sí,2000-08-06,24,Grup B,0.35
15594293F,251,Emily,Jones,Regne Unit,Londres,15,11,1969,Mujer,1719.9,,1.0,Grup B,Emily Jones,False,No,1969-11-15,55,Grup B,0.35
51884150Q,256,Joan,Romero Sánchez,Espanya,Bilbao,24,7,1951,Hombre,2015.55,1.0,,Grup B,Joan Romero Sánchez,True,Sí,1951-07-24,73,Grup B,0.35
65118360Z,258,Joan,Romero Martínez,Espanya,Bilbao,19,11,1954,Hombre,2822.85,,1.0,Grup B,Joan Romero Martínez,True,No,1954-11-19,70,Grup B,0.35
21526488C,260,Joan,Sánchez,Espanya,València,9,8,1997,Hombre,3109.05,1.0,,Grup B,Joan Sánchez,True,Sí,1997-08-09,27,Grup B,0.35
49061102W,263,Mohamed,El Amrani Zahraoui,Marroc,Casablanca,12,8,1984,Otros,2085.75,1.0,,Grup B,Mohamed El Amrani Zahraoui,False,Sí,1984-08-12,40,Grup B,0.35
60287803J,267,Pau,Ferrer,Espanya,Barcelona,15,3,1991,Hombre,2029.05,1.0,,Grup B,Pau Ferrer,True,Sí,1991-03-15,34,Grup B,0.35
24315095T,268,Toni,Ferrer,Espanya,Bilbao,24,2,1964,Otros,2889.0,,1.0,Grup B,Toni Ferrer,True,No,1964-02-24,61,Grup B,0.35
14473175F,269,Oriol,Castells,Espanya,Bilbao,17,3,1965,Hombre,2999.7,,1.0,Grup B,Oriol Castells,True,No,1965-03-17,60,Grup B,0.35
56555741Z,270,Marco,Conti Rossi,Itàlia,Roma,4,1,1986,Hombre,1957.5,,1.0,Grup B,Marco Conti Rossi,False,No,1986-01-04,39,Grup B,0.35
21390098Z,278,Mia,Fischer,Alemanya,Berlín,11,8,1950,Mujer,2101.95,1.0,,Grup B,Mia Fischer,False,Sí,1950-08-11,74,Grup B,0.35
14688639J,287,Toni,Castells Ferrer,Espanya,Barcelona,15,11,1974,Null,2484.0,,1.0,Grup B,Toni Castells Ferrer,True,No,1974-11-15,50,Grup B,0.35
56867791S,290,Marc,Castells Sánchez,Espanya,Barcelona,24,6,2000,Hombre,1887.3,,1.0,Grup B,Marc Castells Sánchez,True,No,2000-06-24,25,Grup B,0.35
80471691R,291,Laia,Sánchez,Espanya,Sevilla,3,3,1982,Mujer,2497.5,1.0,,Grup B,Laia Sánchez,True,Sí,1982-03-03,43,Grup B,0.35
66854670R,292,George,Jones Taylor,Regne Unit,Londres,27,5,2000,Null,2835.0,,1.0,Grup B,George Jones Taylor,False,No,2000-05-27,25,Grup B,0.35
61862070S,294,Núria,Castells,Espanya,València,25,12,1992,Mujer,2731.05,1.0,,Grup B,Núria Castells,True,Sí,1992-12-25,32,Grup B,0.35
91287275Z,298,Luisa,González Cruz,Mèxic,Ciutat de Mèxic,20,11,1990,Mujer,1621.35,1.0,,Grup B,Luisa González Cruz,False,Sí,1990-11-20,34,Grup B,0.35
92774049Y,300,Oriol,Romero García,Espanya,Barcelona,5,9,1972,Hombre,1972.35,,1.0,Grup B,Oriol Romero García,True,No,1972-09-05,52,Grup B,0.35
93432185G,301,Oriol,Martínez,Espanya,Sevilla,26,7,1957,Hombre,3080.7,,1.0,Grup B,Oriol Martínez,True,No,1957-07-26,67,Grup B,0.35
20520614Y,302,Núria,Ferrer,Espanya,Barcelona,9,6,1959,Null,2647.35,,1.0,Grup B,Núria Ferrer,True,No,1959-06-09,66,Grup B,0.35
42280605C,303,Clara,García,Espanya,Sevilla,16,10,1951,Mujer,1929.15,1.0,,Grup B,Clara García,True,Sí,1951-10-16,73,Grup B,0.35
66171387W,309,Valentina,Rojas,Colòmbia,Bogotà,6,9,1959,Mujer,1599.75,,1.0,Grup B,Valentina Rojas,False,No,1959-09-06,65,Grup B,0.35
59071537P,313,Carla,Sánchez,Espanya,Madrid,2,7,1990,Mujer,2054.7,1.0,,Grup B,Carla Sánchez,True,Sí,1990-07-02,35,Grup B,0.35
17102266H,315,Marta,Romero García,Espanya,València,3,4,1972,Otros,1822.5,1.0,,Grup B,Marta Romero García,True,Sí,1972-04-03,53,Grup B,0.35
21135917V,316,Valentina,Torres,Colòmbia,Bogotà,14,1,1968,Mujer,2754.0,,1.0,Grup B,Valentina Torres,False,No,1968-01-14,57,Grup B,0.35
47660164G,318,Jordi,Romero Martínez,Espanya,Barcelona,11,6,1983,Hombre,3109.05,,1.0,Grup B,Jordi Romero Martínez,True,No,1983-06-11,42,Grup B,0.35
62152209S,319,Laia,García,Espanya,Madrid,9,8,1991,Mujer,2018.25,,1.0,Grup B,Laia García,True,No,1991-08-09,33,Grup B,0.35
29753711H,320,Anna,Ferrer Castells,Espanya,Bilbao,18,8,1992,Mujer,1777.95,1.0,,Grup B,Anna Ferrer Castells,True,Sí,1992-08-18,32,Grup B,0.35
57378189F,321,Toni,López,Espanya,Madrid,12,10,1964,Hombre,1845.45,1.0,,Grup B,Toni López,True,Sí,1964-10-12,60,Grup B,0.35
79676573H,322,Marta,Ferrer Sánchez,Espanya,València,18,3,1952,Mujer,1753.65,1.0,,Grup B,Marta Ferrer Sánchez,True,Sí,1952-03-18,73,Grup B,0.35
96964440V,323,Marco,Russo,Itàlia,Torí,13,7,1982,Hombre,2961.9,,1.0,Grup B,Marco Russo,False,No,1982-07-13,43,Grup B,0.35
14889781M,328,Lucas,Álvarez Álvarez,Argentina,Còrdova,17,5,1981,Hombre,2581.2,1.0,,Grup B,Lucas Álvarez Álvarez,False,Sí,1981-05-17,44,Grup B,0.35
16129804M,331,Arnau,García,Espanya,València,11,2,1953,Hombre,2546.1,,1.0,Grup B,Arnau García,True,No,1953-02-11,72,Grup B,0.35
92922593Z,332,Arnau,López,Espanya,Madrid,4,4,1994,Otros,2434.05,,1.0,Grup B,Arnau López,True,No,1994-04-04,31,Grup B,0.35
89271483K,335,Camila,Ramírez González,Mèxic,Guadalajara,10,4,1965,Mujer,2501.55,,1.0,Grup B,Camila Ramírez González,False,No,1965-04-10,60,Grup B,0.35
59372221S,338,Laia,Ferrer,Espanya,Bilbao,22,5,1978,Mujer,1644.3,,1.0,Grup B,Laia Ferrer,True,No,1978-05-22,47,Grup B,0.35
61477292C,339,Marta,Romero,Espanya,Bilbao,8,7,1978,Mujer,2492.1,,1.0,Grup B,Marta Romero,True,No,1978-07-08,47,Grup B,0.35
13998302S,355,Clara,Ferrer Martínez,Espanya,Sevilla,24,5,1951,Mujer,2385.45,,1.0,Grup B,Clara Ferrer Martínez,True,No,1951-05-24,74,Grup B,0.35
72888019J,357,María,González Hernández,Mèxic,Ciutat de Mèxic,14,7,1965,Mujer,2180.25,,1.0,Grup B,María González Hernández,False,No,1965-07-14,60,Grup B,0.35
99123197C,359,Marc,Sánchez Castells,Espanya,Sevilla,21,3,1980,Hombre,1726.65,,1.0,Grup B,Marc Sánchez Castells,True,No,1980-03-21,45,Grup B,0.35
37655961A,360,Núria,García,Espanya,Barcelona,2,5,1989,Mujer,2196.45,1.0,,Grup B,Núria García,True,Sí,1989-05-02,36,Grup B,0.35
50292113M,361,Laia,López,Espanya,Madrid,21,4,1984,Mujer,1591.65,1.0,,Grup B,Laia López,True,Sí,1984-04-21,41,Grup B,0.35
68186758D,365,Carla,García,Espanya,Barcelona,6,10,2001,Mujer,2648.7,1.0,,Grup B,Carla García,True,Sí,2001-10-06,23,Grup B,0.35
10882370B,367,Núria,Romero Martínez,Espanya,València,16,3,2004,Mujer,1860.3,1.0,,Grup B,Núria Romero Martínez,True,Sí,2004-03-16,21,Grup B,0.35
89173930Q,368,Sophie,Moreau Lefevre,França,Marsella,11,1,1995,Mujer,2351.7,1.0,,Grup B,Sophie Moreau Lefevre,False,Sí,1995-01-11,30,Grup B,0.35
50829502T,373,Núria,Ferrer Romero,Espanya,Sevilla,16,3,1989,Mujer,1696.95,,1.0,Grup B,Núria Ferrer Romero,True,No,1989-03-16,36,Grup B,0.35
53457611N,375,Arnau,López López,Espanya,Bilbao,6,6,1991,Hombre,1865.7,,1.0,Grup B,Arnau López López,True,No,1991-06-06,34,Grup B,0.35
59779704A,377,Clara,Romero López,Espanya,Barcelona,8,12,1985,Mujer,1869.75,1.0,,Grup B,Clara Romero López,True,Sí,1985-12-08,39,Grup B,0.35
35566470L,378,Carla,López Sánchez,Espanya,Bilbao,11,10,1961,Mujer,2195.1,1.0,,Grup B,Carla López Sánchez,True,Sí,1961-10-11,63,Grup B,0.35
93122931K,380,Toni,Ferrer,Espanya,Bilbao,5,9,1957,Hombre,1910.25,,1.0,Grup B,Toni Ferrer,True,No,1957-09-05,67,Grup B,0.35
63960462M,381,Anna,Castells Martínez,Espanya,Bilbao,6,3,1959,Mujer,2107.35,1.0,,Grup B,Anna Castells Martínez,True,Sí,1959-03-06,66,Grup B,0.35
43756083N,383,Mia,Fischer,Alemanya,Munic,8,9,1953,Mujer,2249.1,,1.0,Grup B,Mia Fischer,False,No,1953-09-08,71,Grup B,0.35
28171073A,390,Núria,Martínez Romero,Espanya,Bilbao,9,7,1965,Mujer,2185.65,1.0,,Grup B,Núria Martínez Romero,True,Sí,1965-07-09,60,Grup B,0.35
17164182B,391,Sara,Torres Castro,Colòmbia,Medellín,25,2,1992,Mujer,1800.9,1.0,,Grup B,Sara Torres Castro,False,Sí,1992-02-25,33,Grup B,0.35
10352133N,393,Marco,Conti Russo,Itàlia,Torí,28,1,2005,Hombre,2702.7,,1.0,Grup B,Marco Conti Russo,False,No,2005-01-28,20,Grup B,0.35
94310395L,396,Ali,Bennani,Marroc,Casablanca,22,3,1980,Hombre,2916.0,1.0,,Grup B,Ali Bennani,False,Sí,1980-03-22,45,Grup B,0.35
13299063V,403,Marc,Ferrer García,Espanya,València,21,4,1996,Hombre,2184.3,,1.0,Grup B,Marc Ferrer García,True,No,1996-04-21,29,Grup B,0.35
67537453P,408,Joan,Romero Martínez,Espanya,Bilbao,24,12,1985,Hombre,2381.4,,1.0,Grup B,Joan Romero Martínez,True,No,1985-12-24,39,Grup B,0.35
97299170Q,415,Marta,Romero Ferrer,Espanya,Barcelona,7,2,1962,Mujer,1803.6,1.0,,Grup B,Marta Romero Ferrer,True,Sí,1962-02-07,63,Grup B,0.35
98511923W,416,Carla,Castells Castells,Espanya,Sevilla,22,6,1979,Mujer,2490.75,,1.0,Grup B,Carla Castells Castells,True,No,1979-06-22,46,Grup B,0.35
50115394L,419,Arnau,Martínez,Espanya,Bilbao,25,4,1959,Hombre,1852.2,1.0,,Grup B,Arnau Martínez,True,Sí,1959-04-25,66,Grup B,0.35
15838881W,429,Marta,Romero,Espanya,Sevilla,26,10,2002,Mujer,1742.85,1.0,,Grup B,Marta Romero,True,Sí,2002-10-26,22,Grup B,0.35
88164399Q,430,Camille,Girard Lefevre,França,París,26,1,2001,Mujer,2053.35,1.0,,Grup B,Camille Girard Lefevre,False,Sí,2001-01-26,24,Grup B,0.35
83561180C,433,Carla,López,Espanya,Bilbao,7,7,2003,Mujer,2376.0,1.0,,Grup B,Carla López,True,Sí,2003-07-07,22,Grup B,0.35
80116589E,434,Toni,Castells Romero,Espanya,València,26,8,1988,Hombre,1744.2,1.0,,Grup B,Toni Castells Romero,True,Sí,1988-08-26,36,Grup B,0.35
70945038M,436,Leon,Schneider,Alemanya,Munic,5,5,1981,Hombre,2257.2,,1.0,Grup B,Leon Schneider,False,No,1981-05-05,44,Grup B,0.35
66590677S,445,Marta,García,Espanya,Bilbao,19,8,1950,Mujer,1931.85,,1.0,Grup B,Marta García,True,No,1950-08-19,74,Grup B,0.35
67472696R,449,Francesca,Ferrari Ferrari,Itàlia,Torí,21,4,1990,Null,1776.6,,1.0,Grup B,Francesca Ferrari Ferrari,False,No,1990-04-21,35,Grup B,0.35
79349076S,453,Núria,Martínez Ferrer,Espanya,Barcelona,7,11,1991,Mujer,2033.1,,1.0,Grup B,Núria Martínez Ferrer,True,No,1991-11-07,33,Grup B,0.35
50085415G,456,Joan,García,Espanya,Madrid,22,10,2000,Hombre,2790.45,,1.0,Grup B,Joan García,True,No,2000-10-22,24,Grup B,0.35
88571285P,457,Oriol,Castells,Espanya,Bilbao,13,4,1972,Hombre,2149.2,1.0,,Grup B,Oriol Castells,True,Sí,1972-04-13,53,Grup B,0.35
53588164S,458,Jordi,Ferrer López,Espanya,Madrid,13,9,1955,Hombre,2282.85,1.0,,Grup B,Jordi Ferrer López,True,Sí,1955-09-13,69,Grup B,0.35
29092175V,461,Marc,López Sánchez,Espanya,Sevilla,11,4,1968,Hombre,1775.25,,1.0,Grup B,Marc López Sánchez,True,No,1968-04-11,57,Grup B,0.35
97241617V,462,Marta,López Sánchez,Espanya,Madrid,17,5,1992,Mujer,2525.85,1.0,,Grup B,Marta López Sánchez,True,Sí,1992-05-17,33,Grup B,0.35
44603694F,473,Toni,Castells,Espanya,València,4,9,1964,Hombre,1750.95,,1.0,Grup B,Toni Castells,True,No,1964-09-04,60,Grup B,0.35
50351415W,474,Núria,Ferrer,Espanya,Barcelona,19,9,2001,Mujer,1548.45,1.0,,Grup B,Núria Ferrer,True,Sí,2001-09-19,23,Grup B,0.35
83461359C,477,Marc,Romero,Espanya,Madrid,2,8,1984,Hombre,2207.25,,1.0,Grup B,Marc Romero,True,No,1984-08-02,40,Grup B,0.35
63487190Q,482,Laia,Castells López,Espanya,Barcelona,15,11,1969,Mujer,2000.7,,1.0,Grup B,Laia Castells López,True,No,1969-11-15,55,Grup B,0.35
89757860E,486,Eva,Castells Martínez,Espanya,Barcelona,15,7,1996,Mujer,1849.5,1.0,,Grup B,Eva Castells Martínez,True,Sí,1996-07-15,29,Grup B,0.35
60982309S,487,Lukas,Müller Fischer,Alemanya,Hamburg,28,3,1971,Hombre,2756.7,,1.0,Grup B,Lukas Müller Fischer,False,No,1971-03-28,54,Grup B,0.35
49562152B,488,Marta,Ferrer,Espanya,Madrid,25,5,1976,Mujer,2594.7,,1.0,Grup B,Marta Ferrer,True,No,1976-05-25,49,Grup B,0.35
32909990R,491,Laia,Romero,Espanya,Sevilla,18,5,1960,Mujer,1827.9,,1.0,Grup B,Laia Romero,True,No,1960-05-18,65,Grup B,0.35
44724403H,493,Toni,Ferrer,Espanya,Bilbao,20,2,1980,Hombre,1962.9,,1.0,Grup B,Toni Ferrer,True,No,1980-02-20,45,Grup B,0.35
54525691Y,494,Laia,García Ferrer,Espanya,Bilbao,19,1,1970,Mujer,2382.75,,1.0,Grup B,Laia García Ferrer,True,No,1970-01-19,55,Grup B,0.35
74821823F,495,Beatriz,Oliveira Ferreira,Portugal,Lisboa,5,9,1985,Mujer,2089.8,1.0,,Grup B,Beatriz Oliveira Ferreira,False,Sí,1985-09-05,39,Grup B,0.35
41974885N,499,Arnau,Ferrer Romero,Espanya,València,13,7,1958,Hombre,2411.1,1.0,,Grup B,Arnau Ferrer Romero,True,Sí,1958-07-13,67,Grup B,0.35
78223675H,503,Santiago,Gutiérrez Torres,Colòmbia,Medellín,4,12,1959,Hombre,3021.3,1.0,,Grup B,Santiago Gutiérrez Torres,False,Sí,1959-12-04,65,Grup B,0.35
64394445D,507,Gabriela,Ramírez,Mèxic,Ciutat de Mèxic,19,2,1990,Mujer,2118.15,1.0,,Grup B,Gabriela Ramírez,False,Sí,1990-02-19,35,Grup B,0.35
